   n  timestamp       rr   bpm
1396          993950   761  79
1397          994712   772  78
1398          995485   814  74
1399          996299   767  78
1400          997067   763  79
1401          997831   783  77
1402          998615   800  75
1403          999415   778  77
1404         1000194   816  74
1405         1001011   884  68
1406         1001896   841  71
1407         1002738   848  71
1408         1003587   879  68
1409         1004467   864  69
1410         1005331   807  74
1411         1006139   828  72
1412         1006968   827  73
1413         1007796   779  77
1414         1008576   767  78
1415         1009343   783  77
1416         1010127   786  76
1417         1010914   772  78
1418         1011687   794  76
1419         1012481   827  73
1420         1013309   794  76
1421         1014104   781  77
1422         1014886   808  74
1423         1015695   819  73
1424         1016514   783  77
1425         1017298   812  74
1426         1018111   819  73
1427         1018931   813  74
1428         1019745   779  77
1429         1020524   785  76
1430         1021310   785  76
1431         1022096   766  78
1432         1022863   762  79
1433         1023626   795  75
1434         1024421   789  76
1435         1025211   771  78
1436         1025983   781  77
1437         1026765   777  77
1438         1027542   773  78
1439         1028316   758  79
1440         1029075   791  76
1441         1029867   778  77
1442         1030646   760  79
1443         1031406   770  78
1444         1032177   778  77
1445         1032956   761  79
1446         1033718   740  81
1447         1034458   745  81
1448         1035204   763  79
1449         1035968   747  80
1450         1036716   756  79
1451         1037472   780  77
